587091.3921	9179080.35	86.79593146
585779.3069	9179122.469	112.7174235
586952.039	9177050.732	164.4887423
586959.8798	9176496.816	169.1868752
586322.0526	9176502.372	188.9213658
585822.1894	9176520.943	173.6342747
585780.3283	9177189.899	152.5289666
586138.9303	9177162.733	156.7773063
585846.5625	9177829.918	101.6801253
586343.1148	9177803.614	107.5415325
585778.023	9178390.572	107.0670373
592172.0759	9178950.529	53.78659766
591476.6359	9178266.362	53.52750009
591535.9161	9178099.304	54.25613508
591456.8113	9177698.119	75.82779175
591012.7506	9178060.48	61.26760979
590823.6482	9178443.37	73.77590206
590047.6382	9178337.563	88.82971838
590213.4056	9177865.166	84.65742963
589575.4306	9177802.215	113.5891874
589564.471	9178445.694	106.9842974
591166.7069	9178952.414	59.82501012
588940.936	9177831.015	156.5954764
588319.5057	9177151.096	179.2778425
588966.0996	9177105.698	171.8539926
588938.6411	9176571.744	170.8103364
589590.8225	9176568.339	163.7299214
589548.3633	9176883.513	152.4548068
589769.7978	9176678.57	150.663794
587053.854	9178451.335	136.4452157
587594.6769	9178492.381	124.1060036
587701.6597	9177842.101	143.2985975
588284.6001	9177986.989	170.5144136
587418.1314	9181598.305	33.76127701
587557.9904	9182046.926	32.97087319
588920.433	9181732.699	37.49999033
589540.324	9180931.12	21.07296539
589571.7777	9180629.235	27.15062001
589287.0652	9180036.049	70.35036262
588816.597	9180462.559	58.478514
588428.2123	9180511.907	51.64212745
588697.4072	9181073.063	59.90786034
589179.7234	9181088.772	28.6692947
586987.8107	9181031.902	69.44226873
586852.1774	9180472.714	74.45899094
586692.4022	9180613.407	77.66436089
586686.1168	9180803.579	76.89112916
586462.3378	9180948.806	67.34426785
587443.8816	9181184.768	36.75428245
585283.009	9181204.051	48.99711824
585263.9838	9180418.012	54.00236968
585263.0177	9179863.01	57.36402221
591442.0447	9181608.661	12.97517007
590199.2635	9180969.714	16.11627219
590197.0062	9180342.844	36.77256894
590823.9187	9180968.561	26.01587597
590040.8179	9181831.266	8.222470859
589574.6524	9181598.838	7.185535157
591436.412	9180955.261	16.35992654
591408.7309	9180315.169	23.52795453
591484.778	9179669.356	35.69690187
